,file,format,type,num_seqs,sum_len,min_len,avg_len,max_len,long_short,accession,layout,reverse,genus_species,phenotype
3931,SRR1849407_2.fastq,FASTQ,DNA,1169759,239457003,35,204.7,250,short,SRR1849407,paired,NaN,salmonella_enterica,Susceptible
3932,SRR1908939_1.fastq,FASTQ,DNA,239392,58677667,35,245.1,250,short,SRR1908939,paired,2,salmonella_enterica,Resistant
3933,SRR1908939_2.fastq,FASTQ,DNA,239392,58688328,35,245.2,250,short,SRR1908939,paired,NaN,salmonella_enterica,Resistant
3934,SRR1923642_1.fastq,FASTQ,DNA,816752,195307212,35,239.1,251,short,SRR1923642,paired,2,salmonella_enterica,Susceptible
3935,SRR1923642_2.fastq,FASTQ,DNA,816752,195606496,35,239.5,251,short,SRR1923642,paired,NaN,salmonella_enterica,Susceptible
3936,SRR1946913_1.fastq,FASTQ,DNA,689671,163556505,35,237.2,250,short,SRR1946913,paired,2,salmonella_enterica,Susceptible
3937,SRR1946913_2.fastq,FASTQ,DNA,689671,163804492,35,237.5,250,short,SRR1946913,paired,NaN,salmonella_enterica,Susceptible
3938,SRR1946947_1.fastq,FASTQ,DNA,1151436,233708809,35,203.0,250,short,SRR1946947,paired,2,salmonella_enterica,Susceptible
3939,SRR1946947_2.fastq,FASTQ,DNA,1151436,234431703,35,203.6,250,short,SRR1946947,paired,NaN,salmonella_enterica,Susceptible
3940,SRR1951846_1.fastq,FASTQ,DNA,1112585,194862108,35,175.1,250,short,SRR1951846,paired,2,salmonella_enterica,Susceptible
3941,SRR1951846_2.fastq,FASTQ,DNA,1112585,195634013,35,175.8,250,short,SRR1951846,paired,NaN,salmonella_enterica,Susceptible
3942,SRR1951852_1.fastq,FASTQ,DNA,1173869,276794107,35,235.8,250,short,SRR1951852,paired,2,salmonella_enterica,Susceptible
3943,SRR1951852_2.fastq,FASTQ,DNA,1173869,276925314,35,235.9,250,short,SRR1951852,paired,NaN,salmonella_enterica,Susceptible
3944,SRR1951871_1.fastq,FASTQ,DNA,615937,148627869,35,241.3,250,short,SRR1951871,paired,2,salmonella_enterica,Resistant
3945,SRR1951871_2.fastq,FASTQ,DNA,615937,148690701,35,241.4,250,short,SRR1951871,paired,NaN,salmonella_enterica,Resistant
3946,SRR1951877_1.fastq,FASTQ,DNA,1458488,260017211,35,178.3,250,short,SRR1951877,paired,2,salmonella_enterica,Resistant
3947,SRR1951877_2.fastq,FASTQ,DNA,1458488,261836427,35,179.5,250,short,SRR1951877,paired,NaN,salmonella_enterica,Resistant
3948,SRR1951881_1.fastq,FASTQ,DNA,1083792,258251092,35,238.3,250,short,SRR1951881,paired,2,salmonella_enterica,Resistant
3949,SRR1951881_2.fastq,FASTQ,DNA,1083792,258547839,35,238.6,250,short,SRR1951881,paired,NaN,salmonella_enterica,Resistant
3950,SRR1973650_1.fastq,FASTQ,DNA,775919,183834310,35,236.9,250,short,SRR1973650,paired,2,salmonella_enterica,Susceptible
3951,SRR1973650_2.fastq,FASTQ,DNA,775919,183978119,35,237.1,250,short,SRR1973650,paired,NaN,salmonella_enterica,Susceptible
3952,SRR1973720_1.fastq,FASTQ,DNA,1224834,288838875,35,235.8,251,short,SRR1973720,paired,2,salmonella_enterica,Resistant
3953,SRR1973720_2.fastq,FASTQ,DNA,1224834,289393753,35,236.3,251,short,SRR1973720,paired,NaN,salmonella_enterica,Resistant
3954,SRR1973721_1.fastq,FASTQ,DNA,775713,180279067,35,232.4,251,short,SRR1973721,paired,2,salmonella_enterica,Susceptible
3955,SRR1973721_2.fastq,FASTQ,DNA,775713,180429661,35,232.6,251,short,SRR1973721,paired,NaN,salmonella_enterica,Susceptible
3956,SRR1980610_1.fastq,FASTQ,DNA,840371,184502939,35,219.5,251,short,SRR1980610,paired,2,salmonella_enterica,Resistant
3957,SRR1980610_2.fastq,FASTQ,DNA,840371,184677194,35,219.8,251,short,SRR1980610,paired,NaN,salmonella_enterica,Resistant
3958,SRR1982193_1.fastq,FASTQ,DNA,1187616,208952759,35,175.9,250,short,SRR1982193,paired,2,salmonella_enterica,Susceptible
3959,SRR1982193_2.fastq,FASTQ,DNA,1187616,209814267,35,176.7,250,short,SRR1982193,paired,NaN,salmonella_enterica,Susceptible
3960,SRR1998972_1.fastq,FASTQ,DNA,1367155,325359226,35,238.0,250,short,SRR1998972,paired,2,salmonella_enterica,Resistant
3961,SRR1998972_2.fastq,FASTQ,DNA,1367155,325925530,35,238.4,250,short,SRR1998972,paired,NaN,salmonella_enterica,Resistant
3962,SRR2002476_1.fastq,FASTQ,DNA,896139,201650927,35,225.0,251,short,SRR2002476,paired,2,salmonella_enterica,Susceptible
3963,SRR2002476_2.fastq,FASTQ,DNA,896139,205864413,35,229.7,251,short,SRR2002476,paired,NaN,salmonella_enterica,Susceptible
3964,SRR2002479_1.fastq,FASTQ,DNA,880810,200923871,35,228.1,251,short,SRR2002479,paired,2,salmonella_enterica,Resistant
3965,SRR2002479_2.fastq,FASTQ,DNA,880810,202456440,35,229.9,251,short,SRR2002479,paired,NaN,salmonella_enterica,Resistant
3966,SRR2005891_1.fastq,FASTQ,DNA,993696,230985253,35,232.5,251,short,SRR2005891,paired,2,salmonella_enterica,Susceptible
3967,SRR2005891_2.fastq,FASTQ,DNA,993696,232625172,35,234.1,251,short,SRR2005891,paired,NaN,salmonella_enterica,Susceptible
3968,SRR2017874_1.fastq,FASTQ,DNA,1485140,318248418,35,214.3,250,short,SRR2017874,paired,2,salmonella_enterica,Susceptible
3969,SRR2017874_2.fastq,FASTQ,DNA,1485140,319880538,35,215.4,250,short,SRR2017874,paired,NaN,salmonella_enterica,Susceptible
3970,SRR2033920_1.fastq,FASTQ,DNA,975845,238801907,35,244.7,250,short,SRR2033920,paired,2,salmonella_enterica,Resistant
3971,SRR2033920_2.fastq,FASTQ,DNA,975845,238902250,35,244.8,250,short,SRR2033920,paired,NaN,salmonella_enterica,Resistant
3972,SRR2047289_1.fastq,FASTQ,DNA,829687,195800080,35,236.0,251,short,SRR2047289,paired,2,salmonella_enterica,Resistant
3973,SRR2047289_2.fastq,FASTQ,DNA,829687,197136095,35,237.6,251,short,SRR2047289,paired,NaN,salmonella_enterica,Resistant
3974,SRR2062220_1.fastq,FASTQ,DNA,1127646,219704380,35,194.8,251,short,SRR2062220,paired,2,salmonella_enterica,Susceptible
3975,SRR2062220_2.fastq,FASTQ,DNA,1127646,220701921,35,195.7,251,short,SRR2062220,paired,NaN,salmonella_enterica,Susceptible
3976,SRR2064116_1.fastq,FASTQ,DNA,1003340,240350557,35,239.6,251,short,SRR2064116,paired,2,salmonella_enterica,Susceptible
3977,SRR2064116_2.fastq,FASTQ,DNA,1003340,240964385,35,240.2,251,short,SRR2064116,paired,NaN,salmonella_enterica,Susceptible
3978,SRR2072210_1.fastq,FASTQ,DNA,1360400,340100000,250,250.0,250,short,SRR2072210,paired,2,streptococcus_pneumoniae,Susceptible
3979,SRR2072210_2.fastq,FASTQ,DNA,1360400,340100000,250,250.0,250,short,SRR2072210,paired,NaN,streptococcus_pneumoniae,Susceptible
3980,SRR2072211_1.fastq,FASTQ,DNA,760492,190123000,250,250.0,250,short,SRR2072211,paired,2,streptococcus_pneumoniae,Susceptible
3981,SRR2072211_2.fastq,FASTQ,DNA,760492,190123000,250,250.0,250,short,SRR2072211,paired,NaN,streptococcus_pneumoniae,Susceptible
3982,SRR2072212_1.fastq,FASTQ,DNA,1112823,278205750,250,250.0,250,short,SRR2072212,paired,2,streptococcus_pneumoniae,Resistant
3983,SRR2072212_2.fastq,FASTQ,DNA,1112823,278205750,250,250.0,250,short,SRR2072212,paired,NaN,streptococcus_pneumoniae,Resistant
3984,SRR2072213_1.fastq,FASTQ,DNA,563162,140790500,250,250.0,250,short,SRR2072213,paired,2,streptococcus_pneumoniae,Resistant
3985,SRR2072213_2.fastq,FASTQ,DNA,563162,140790500,250,250.0,250,short,SRR2072213,paired,NaN,streptococcus_pneumoniae,Resistant
3986,SRR2072214_1.fastq,FASTQ,DNA,283354,70838500,250,250.0,250,short,SRR2072214,paired,2,streptococcus_pneumoniae,Susceptible
3987,SRR2072214_2.fastq,FASTQ,DNA,283354,70838500,250,250.0,250,short,SRR2072214,paired,NaN,streptococcus_pneumoniae,Susceptible
3988,SRR2072216_1.fastq,FASTQ,DNA,1559074,389768500,250,250.0,250,short,SRR2072216,paired,2,streptococcus_pneumoniae,Resistant
3989,SRR2072216_2.fastq,FASTQ,DNA,1559074,389768500,250,250.0,250,short,SRR2072216,paired,NaN,streptococcus_pneumoniae,Resistant
3990,SRR2072224_1.fastq,FASTQ,DNA,806641,201660250,250,250.0,250,short,SRR2072224,paired,2,streptococcus_pneumoniae,Susceptible
3991,SRR2072224_2.fastq,FASTQ,DNA,806641,201660250,250,250.0,250,short,SRR2072224,paired,NaN,streptococcus_pneumoniae,Susceptible
3992,SRR2072227_1.fastq,FASTQ,DNA,995290,248822500,250,250.0,250,short,SRR2072227,paired,2,streptococcus_pneumoniae,Susceptible
3993,SRR2072227_2.fastq,FASTQ,DNA,995290,248822500,250,250.0,250,short,SRR2072227,paired,NaN,streptococcus_pneumoniae,Susceptible
3994,SRR2072228_1.fastq,FASTQ,DNA,1136696,284174000,250,250.0,250,short,SRR2072228,paired,2,streptococcus_pneumoniae,Susceptible
3995,SRR2072228_2.fastq,FASTQ,DNA,1136696,284174000,250,250.0,250,short,SRR2072228,paired,NaN,streptococcus_pneumoniae,Susceptible
3996,SRR2072229_1.fastq,FASTQ,DNA,445221,111305250,250,250.0,250,short,SRR2072229,paired,2,streptococcus_pneumoniae,Susceptible
3997,SRR2072229_2.fastq,FASTQ,DNA,445221,111305250,250,250.0,250,short,SRR2072229,paired,NaN,streptococcus_pneumoniae,Susceptible
3998,SRR2072232_1.fastq,FASTQ,DNA,1151955,287988750,250,250.0,250,short,SRR2072232,paired,2,streptococcus_pneumoniae,Resistant
3999,SRR2072232_2.fastq,FASTQ,DNA,1151955,287988750,250,250.0,250,short,SRR2072232,paired,NaN,streptococcus_pneumoniae,Resistant
4000,SRR2072233_1.fastq,FASTQ,DNA,554882,138720500,250,250.0,250,short,SRR2072233,paired,2,streptococcus_pneumoniae,Resistant
4001,SRR2072233_2.fastq,FASTQ,DNA,554882,138720500,250,250.0,250,short,SRR2072233,paired,NaN,streptococcus_pneumoniae,Resistant
4002,SRR2072235_1.fastq,FASTQ,DNA,1087618,271904500,250,250.0,250,short,SRR2072235,paired,2,streptococcus_pneumoniae,Susceptible
4003,SRR2072235_2.fastq,FASTQ,DNA,1087618,271904500,250,250.0,250,short,SRR2072235,paired,NaN,streptococcus_pneumoniae,Susceptible
4004,SRR2072239_1.fastq,FASTQ,DNA,603584,150896000,250,250.0,250,short,SRR2072239,paired,2,streptococcus_pneumoniae,Susceptible
4005,SRR2072239_2.fastq,FASTQ,DNA,603584,150896000,250,250.0,250,short,SRR2072239,paired,NaN,streptococcus_pneumoniae,Susceptible
4006,SRR2072240_1.fastq,FASTQ,DNA,618992,154748000,250,250.0,250,short,SRR2072240,paired,2,streptococcus_pneumoniae,Susceptible
4007,SRR2072240_2.fastq,FASTQ,DNA,618992,154748000,250,250.0,250,short,SRR2072240,paired,NaN,streptococcus_pneumoniae,Susceptible
4008,SRR2072242_1.fastq,FASTQ,DNA,1843783,460945750,250,250.0,250,short,SRR2072242,paired,2,streptococcus_pneumoniae,Susceptible
4009,SRR2072242_2.fastq,FASTQ,DNA,1843783,460945750,250,250.0,250,short,SRR2072242,paired,NaN,streptococcus_pneumoniae,Susceptible
4010,SRR2072243_1.fastq,FASTQ,DNA,1406553,351638250,250,250.0,250,short,SRR2072243,paired,2,streptococcus_pneumoniae,Resistant
4011,SRR2072243_2.fastq,FASTQ,DNA,1406553,351638250,250,250.0,250,short,SRR2072243,paired,NaN,streptococcus_pneumoniae,Resistant
4012,SRR2072246_1.fastq,FASTQ,DNA,956119,239029750,250,250.0,250,short,SRR2072246,paired,2,streptococcus_pneumoniae,Resistant
4013,SRR2072246_2.fastq,FASTQ,DNA,956119,239029750,250,250.0,250,short,SRR2072246,paired,NaN,streptococcus_pneumoniae,Resistant
4014,SRR2072248_1.fastq,FASTQ,DNA,1418238,354559500,250,250.0,250,short,SRR2072248,paired,2,streptococcus_pneumoniae,Susceptible
4015,SRR2072248_2.fastq,FASTQ,DNA,1418238,354559500,250,250.0,250,short,SRR2072248,paired,NaN,streptococcus_pneumoniae,Susceptible
4016,SRR2072250_1.fastq,FASTQ,DNA,430550,107637500,250,250.0,250,short,SRR2072250,paired,2,streptococcus_pneumoniae,Susceptible
4017,SRR2072250_2.fastq,FASTQ,DNA,430550,107637500,250,250.0,250,short,SRR2072250,paired,NaN,streptococcus_pneumoniae,Susceptible
4018,SRR2072251_1.fastq,FASTQ,DNA,280106,70026500,250,250.0,250,short,SRR2072251,paired,2,streptococcus_pneumoniae,Resistant
4019,SRR2072251_2.fastq,FASTQ,DNA,280106,70026500,250,250.0,250,short,SRR2072251,paired,NaN,streptococcus_pneumoniae,Resistant
4020,SRR2072253_1.fastq,FASTQ,DNA,391371,97842750,250,250.0,250,short,SRR2072253,paired,2,streptococcus_pneumoniae,Resistant
4021,SRR2072253_2.fastq,FASTQ,DNA,391371,97842750,250,250.0,250,short,SRR2072253,paired,NaN,streptococcus_pneumoniae,Resistant
4022,SRR2072254_1.fastq,FASTQ,DNA,1171713,292928250,250,250.0,250,short,SRR2072254,paired,2,streptococcus_pneumoniae,Susceptible
4023,SRR2072254_2.fastq,FASTQ,DNA,1171713,292928250,250,250.0,250,short,SRR2072254,paired,NaN,streptococcus_pneumoniae,Susceptible
4024,SRR2072263_1.fastq,FASTQ,DNA,682327,170581750,250,250.0,250,short,SRR2072263,paired,2,streptococcus_pneumoniae,Susceptible
4025,SRR2072263_2.fastq,FASTQ,DNA,682327,170581750,250,250.0,250,short,SRR2072263,paired,NaN,streptococcus_pneumoniae,Susceptible
4026,SRR2072265_1.fastq,FASTQ,DNA,745699,186424750,250,250.0,250,short,SRR2072265,paired,2,streptococcus_pneumoniae,Susceptible
4027,SRR2072265_2.fastq,FASTQ,DNA,745699,186424750,250,250.0,250,short,SRR2072265,paired,NaN,streptococcus_pneumoniae,Susceptible
4028,SRR2072272_1.fastq,FASTQ,DNA,568517,142129250,250,250.0,250,short,SRR2072272,paired,2,streptococcus_pneumoniae,Resistant
4029,SRR2072272_2.fastq,FASTQ,DNA,568517,142129250,250,250.0,250,short,SRR2072272,paired,NaN,streptococcus_pneumoniae,Resistant
4030,SRR2072274_1.fastq,FASTQ,DNA,662317,165579250,250,250.0,250,short,SRR2072274,paired,2,streptococcus_pneumoniae,Susceptible
4031,SRR2072274_2.fastq,FASTQ,DNA,662317,165579250,250,250.0,250,short,SRR2072274,paired,NaN,streptococcus_pneumoniae,Susceptible
4032,SRR2072278_1.fastq,FASTQ,DNA,1031782,257945500,250,250.0,250,short,SRR2072278,paired,2,streptococcus_pneumoniae,Susceptible
4033,SRR2072278_2.fastq,FASTQ,DNA,1031782,257945500,250,250.0,250,short,SRR2072278,paired,NaN,streptococcus_pneumoniae,Susceptible
4034,SRR2072280_1.fastq,FASTQ,DNA,2468248,617062000,250,250.0,250,short,SRR2072280,paired,2,streptococcus_pneumoniae,Resistant
4035,SRR2072280_2.fastq,FASTQ,DNA,2468248,617062000,250,250.0,250,short,SRR2072280,paired,NaN,streptococcus_pneumoniae,Resistant
4036,SRR2072281_1.fastq,FASTQ,DNA,660081,165020250,250,250.0,250,short,SRR2072281,paired,2,streptococcus_pneumoniae,Susceptible
4037,SRR2072281_2.fastq,FASTQ,DNA,660081,165020250,250,250.0,250,short,SRR2072281,paired,NaN,streptococcus_pneumoniae,Susceptible
4038,SRR2072286_1.fastq,FASTQ,DNA,718585,179646250,250,250.0,250,short,SRR2072286,paired,2,streptococcus_pneumoniae,Resistant
4039,SRR2072286_2.fastq,FASTQ,DNA,718585,179646250,250,250.0,250,short,SRR2072286,paired,NaN,streptococcus_pneumoniae,Resistant
4040,SRR2072287_1.fastq,FASTQ,DNA,1437458,359364500,250,250.0,250,short,SRR2072287,paired,2,streptococcus_pneumoniae,Resistant
4041,SRR2072287_2.fastq,FASTQ,DNA,1437458,359364500,250,250.0,250,short,SRR2072287,paired,NaN,streptococcus_pneumoniae,Resistant
4042,SRR2072288_1.fastq,FASTQ,DNA,788187,197046750,250,250.0,250,short,SRR2072288,paired,2,streptococcus_pneumoniae,Susceptible
4043,SRR2072288_2.fastq,FASTQ,DNA,788187,197046750,250,250.0,250,short,SRR2072288,paired,NaN,streptococcus_pneumoniae,Susceptible
4044,SRR2072290_1.fastq,FASTQ,DNA,401258,100314500,250,250.0,250,short,SRR2072290,paired,2,streptococcus_pneumoniae,Resistant
4045,SRR2072290_2.fastq,FASTQ,DNA,401258,100314500,250,250.0,250,short,SRR2072290,paired,NaN,streptococcus_pneumoniae,Resistant
4046,SRR2072291_1.fastq,FASTQ,DNA,748026,187006500,250,250.0,250,short,SRR2072291,paired,2,streptococcus_pneumoniae,Susceptible
4047,SRR2072291_2.fastq,FASTQ,DNA,748026,187006500,250,250.0,250,short,SRR2072291,paired,NaN,streptococcus_pneumoniae,Susceptible
4048,SRR2072292_1.fastq,FASTQ,DNA,453588,113397000,250,250.0,250,short,SRR2072292,paired,2,streptococcus_pneumoniae,Susceptible
4049,SRR2072292_2.fastq,FASTQ,DNA,453588,113397000,250,250.0,250,short,SRR2072292,paired,NaN,streptococcus_pneumoniae,Susceptible
4050,SRR2072293_1.fastq,FASTQ,DNA,1497661,374415250,250,250.0,250,short,SRR2072293,paired,2,streptococcus_pneumoniae,Susceptible
4051,SRR2072293_2.fastq,FASTQ,DNA,1497661,374415250,250,250.0,250,short,SRR2072293,paired,NaN,streptococcus_pneumoniae,Susceptible
4052,SRR2072296_1.fastq,FASTQ,DNA,862889,215722250,250,250.0,250,short,SRR2072296,paired,2,streptococcus_pneumoniae,Susceptible
4053,SRR2072296_2.fastq,FASTQ,DNA,862889,215722250,250,250.0,250,short,SRR2072296,paired,NaN,streptococcus_pneumoniae,Susceptible
4054,SRR2072299_1.fastq,FASTQ,DNA,239420,59855000,250,250.0,250,short,SRR2072299,paired,2,streptococcus_pneumoniae,Susceptible
4055,SRR2072299_2.fastq,FASTQ,DNA,239420,59855000,250,250.0,250,short,SRR2072299,paired,NaN,streptococcus_pneumoniae,Susceptible
4056,SRR2072300_1.fastq,FASTQ,DNA,1225844,306461000,250,250.0,250,short,SRR2072300,paired,2,streptococcus_pneumoniae,Susceptible
4057,SRR2072300_2.fastq,FASTQ,DNA,1225844,306461000,250,250.0,250,short,SRR2072300,paired,NaN,streptococcus_pneumoniae,Susceptible
4058,SRR2072303_1.fastq,FASTQ,DNA,1300208,325052000,250,250.0,250,short,SRR2072303,paired,2,streptococcus_pneumoniae,Susceptible
4059,SRR2072303_2.fastq,FASTQ,DNA,1300208,325052000,250,250.0,250,short,SRR2072303,paired,NaN,streptococcus_pneumoniae,Susceptible
4060,SRR2072308_1.fastq,FASTQ,DNA,310913,77728250,250,250.0,250,short,SRR2072308,paired,2,streptococcus_pneumoniae,Resistant
4061,SRR2072308_2.fastq,FASTQ,DNA,310913,77728250,250,250.0,250,short,SRR2072308,paired,NaN,streptococcus_pneumoniae,Resistant
4062,SRR2072312_1.fastq,FASTQ,DNA,726764,181691000,250,250.0,250,short,SRR2072312,paired,2,streptococcus_pneumoniae,Resistant
4063,SRR2072312_2.fastq,FASTQ,DNA,726764,181691000,250,250.0,250,short,SRR2072312,paired,NaN,streptococcus_pneumoniae,Resistant
4064,SRR2072316_1.fastq,FASTQ,DNA,556138,139034500,250,250.0,250,short,SRR2072316,paired,2,streptococcus_pneumoniae,Susceptible
4065,SRR2072316_2.fastq,FASTQ,DNA,556138,139034500,250,250.0,250,short,SRR2072316,paired,NaN,streptococcus_pneumoniae,Susceptible
4066,SRR2072319_1.fastq,FASTQ,DNA,931183,232795750,250,250.0,250,short,SRR2072319,paired,2,streptococcus_pneumoniae,Susceptible
4067,SRR2072319_2.fastq,FASTQ,DNA,931183,232795750,250,250.0,250,short,SRR2072319,paired,NaN,streptococcus_pneumoniae,Susceptible
4068,SRR2072321_1.fastq,FASTQ,DNA,1446617,361654250,250,250.0,250,short,SRR2072321,paired,2,streptococcus_pneumoniae,Resistant
4069,SRR2072321_2.fastq,FASTQ,DNA,1446617,361654250,250,250.0,250,short,SRR2072321,paired,NaN,streptococcus_pneumoniae,Resistant
4070,SRR2072323_1.fastq,FASTQ,DNA,1041819,260454750,250,250.0,250,short,SRR2072323,paired,2,streptococcus_pneumoniae,Resistant
4071,SRR2072323_2.fastq,FASTQ,DNA,1041819,260454750,250,250.0,250,short,SRR2072323,paired,NaN,streptococcus_pneumoniae,Resistant
4072,SRR2072324_1.fastq,FASTQ,DNA,993602,248400500,250,250.0,250,short,SRR2072324,paired,2,streptococcus_pneumoniae,Susceptible
4073,SRR2072324_2.fastq,FASTQ,DNA,993602,248400500,250,250.0,250,short,SRR2072324,paired,NaN,streptococcus_pneumoniae,Susceptible
4074,SRR2072332_1.fastq,FASTQ,DNA,2267693,566923250,250,250.0,250,short,SRR2072332,paired,2,streptococcus_pneumoniae,Resistant
4075,SRR2072332_2.fastq,FASTQ,DNA,2267693,566923250,250,250.0,250,short,SRR2072332,paired,NaN,streptococcus_pneumoniae,Resistant
4076,SRR2072334_1.fastq,FASTQ,DNA,956522,239130500,250,250.0,250,short,SRR2072334,paired,2,streptococcus_pneumoniae,Susceptible
4077,SRR2072334_2.fastq,FASTQ,DNA,956522,239130500,250,250.0,250,short,SRR2072334,paired,NaN,streptococcus_pneumoniae,Susceptible
4078,SRR2072335_1.fastq,FASTQ,DNA,741909,185477250,250,250.0,250,short,SRR2072335,paired,2,streptococcus_pneumoniae,Susceptible
4079,SRR2072335_2.fastq,FASTQ,DNA,741909,185477250,250,250.0,250,short,SRR2072335,paired,NaN,streptococcus_pneumoniae,Susceptible
4080,SRR2072336_1.fastq,FASTQ,DNA,1011038,252759500,250,250.0,250,short,SRR2072336,paired,2,streptococcus_pneumoniae,Susceptible
4081,SRR2072336_2.fastq,FASTQ,DNA,1011038,252759500,250,250.0,250,short,SRR2072336,paired,NaN,streptococcus_pneumoniae,Susceptible
4082,SRR2072338_1.fastq,FASTQ,DNA,1483177,370794250,250,250.0,250,short,SRR2072338,paired,2,streptococcus_pneumoniae,Susceptible
4083,SRR2072338_2.fastq,FASTQ,DNA,1483177,370794250,250,250.0,250,short,SRR2072338,paired,NaN,streptococcus_pneumoniae,Susceptible
4084,SRR2072339_1.fastq,FASTQ,DNA,334979,83744750,250,250.0,250,short,SRR2072339,paired,2,streptococcus_pneumoniae,Resistant
4085,SRR2072339_2.fastq,FASTQ,DNA,334979,83744750,250,250.0,250,short,SRR2072339,paired,NaN,streptococcus_pneumoniae,Resistant
4086,SRR2072341_1.fastq,FASTQ,DNA,668891,167222750,250,250.0,250,short,SRR2072341,paired,2,streptococcus_pneumoniae,Resistant
4087,SRR2072341_2.fastq,FASTQ,DNA,668891,167222750,250,250.0,250,short,SRR2072341,paired,NaN,streptococcus_pneumoniae,Resistant
4088,SRR2072342_1.fastq,FASTQ,DNA,629398,157349500,250,250.0,250,short,SRR2072342,paired,2,streptococcus_pneumoniae,Susceptible
4089,SRR2072342_2.fastq,FASTQ,DNA,629398,157349500,250,250.0,250,short,SRR2072342,paired,NaN,streptococcus_pneumoniae,Susceptible
4090,SRR2072343_1.fastq,FASTQ,DNA,437831,109457750,250,250.0,250,short,SRR2072343,paired,2,streptococcus_pneumoniae,Susceptible
4091,SRR2072343_2.fastq,FASTQ,DNA,437831,109457750,250,250.0,250,short,SRR2072343,paired,NaN,streptococcus_pneumoniae,Susceptible
4092,SRR2072344_1.fastq,FASTQ,DNA,1600271,400067750,250,250.0,250,short,SRR2072344,paired,2,streptococcus_pneumoniae,Susceptible
4093,SRR2072344_2.fastq,FASTQ,DNA,1600271,400067750,250,250.0,250,short,SRR2072344,paired,NaN,streptococcus_pneumoniae,Susceptible
4094,SRR2072351_1.fastq,FASTQ,DNA,422360,105590000,250,250.0,250,short,SRR2072351,paired,2,streptococcus_pneumoniae,Susceptible
4095,SRR2072351_2.fastq,FASTQ,DNA,422360,105590000,250,250.0,250,short,SRR2072351,paired,NaN,streptococcus_pneumoniae,Susceptible
4096,SRR2072352_1.fastq,FASTQ,DNA,831232,207808000,250,250.0,250,short,SRR2072352,paired,2,streptococcus_pneumoniae,Resistant
4097,SRR2072352_2.fastq,FASTQ,DNA,831232,207808000,250,250.0,250,short,SRR2072352,paired,NaN,streptococcus_pneumoniae,Resistant
4098,SRR2072357_1.fastq,FASTQ,DNA,863543,215885750,250,250.0,250,short,SRR2072357,paired,2,streptococcus_pneumoniae,Susceptible
4099,SRR2072357_2.fastq,FASTQ,DNA,863543,215885750,250,250.0,250,short,SRR2072357,paired,NaN,streptococcus_pneumoniae,Susceptible
4100,SRR2072361_1.fastq,FASTQ,DNA,464909,116227250,250,250.0,250,short,SRR2072361,paired,2,streptococcus_pneumoniae,Susceptible
4101,SRR2072361_2.fastq,FASTQ,DNA,464909,116227250,250,250.0,250,short,SRR2072361,paired,NaN,streptococcus_pneumoniae,Susceptible
4102,SRR2072368_1.fastq,FASTQ,DNA,800284,200071000,250,250.0,250,short,SRR2072368,paired,2,streptococcus_pneumoniae,Susceptible
4103,SRR2072368_2.fastq,FASTQ,DNA,800284,200071000,250,250.0,250,short,SRR2072368,paired,NaN,streptococcus_pneumoniae,Susceptible
4104,SRR2072370_1.fastq,FASTQ,DNA,585235,146308750,250,250.0,250,short,SRR2072370,paired,2,streptococcus_pneumoniae,Susceptible
4105,SRR2072370_2.fastq,FASTQ,DNA,585235,146308750,250,250.0,250,short,SRR2072370,paired,NaN,streptococcus_pneumoniae,Susceptible
4106,SRR2072371_1.fastq,FASTQ,DNA,550485,137621250,250,250.0,250,short,SRR2072371,paired,2,streptococcus_pneumoniae,Resistant
4107,SRR2072371_2.fastq,FASTQ,DNA,550485,137621250,250,250.0,250,short,SRR2072371,paired,NaN,streptococcus_pneumoniae,Resistant
4108,SRR2072372_1.fastq,FASTQ,DNA,588413,147103250,250,250.0,250,short,SRR2072372,paired,2,streptococcus_pneumoniae,Susceptible
4109,SRR2072372_2.fastq,FASTQ,DNA,588413,147103250,250,250.0,250,short,SRR2072372,paired,NaN,streptococcus_pneumoniae,Susceptible
4110,SRR2072373_1.fastq,FASTQ,DNA,415883,103970750,250,250.0,250,short,SRR2072373,paired,2,streptococcus_pneumoniae,Resistant
4111,SRR2072373_2.fastq,FASTQ,DNA,415883,103970750,250,250.0,250,short,SRR2072373,paired,NaN,streptococcus_pneumoniae,Resistant
4112,SRR2072374_1.fastq,FASTQ,DNA,239777,59944250,250,250.0,250,short,SRR2072374,paired,2,streptococcus_pneumoniae,Resistant
4113,SRR2072374_2.fastq,FASTQ,DNA,239777,59944250,250,250.0,250,short,SRR2072374,paired,NaN,streptococcus_pneumoniae,Resistant
4114,SRR2072377_1.fastq,FASTQ,DNA,239692,59923000,250,250.0,250,short,SRR2072377,paired,2,streptococcus_pneumoniae,Resistant
4115,SRR2072377_2.fastq,FASTQ,DNA,239692,59923000,250,250.0,250,short,SRR2072377,paired,NaN,streptococcus_pneumoniae,Resistant
4116,SRR2072380_1.fastq,FASTQ,DNA,599988,149997000,250,250.0,250,short,SRR2072380,paired,2,streptococcus_pneumoniae,Susceptible
4117,SRR2072380_2.fastq,FASTQ,DNA,599988,149997000,250,250.0,250,short,SRR2072380,paired,NaN,streptococcus_pneumoniae,Susceptible
4118,SRR2072381_1.fastq,FASTQ,DNA,675923,168980750,250,250.0,250,short,SRR2072381,paired,2,streptococcus_pneumoniae,Resistant
