accession,num_hits,num_seqs,num_pred_res,num_pred_int,num_pred_sus,species,actual_phenotype
SRR3170740,98,15,7,6,2,acinetobacter_baumannii,Resistant
SRR3170768,83,10,7,2,1,acinetobacter_baumannii,Resistant
SRR3170771,117,12,11,1,0,acinetobacter_baumannii,Resistant
SRR3170772,116,9,8,1,0,acinetobacter_baumannii,Resistant
SRR3170773,117,3,3,0,0,acinetobacter_baumannii,Resistant
SRR3170776,107,40,4,5,31,acinetobacter_baumannii,Susceptible
SRR3170777,118,13,11,2,0,acinetobacter_baumannii,Resistant
SRR3170778,117,12,12,0,0,acinetobacter_baumannii,Resistant
SRR3170780,107,41,1,4,36,acinetobacter_baumannii,Susceptible
SRR3170781,108,41,2,3,36,acinetobacter_baumannii,Susceptible
SRR3170783,107,48,1,6,41,acinetobacter_baumannii,Susceptible
SRR3170784,107,35,1,5,29,acinetobacter_baumannii,Susceptible
SRR3170785,108,36,4,4,28,acinetobacter_baumannii,Susceptible
SRR3170786,118,16,16,0,0,acinetobacter_baumannii,Resistant
SRR3170788,107,40,3,2,35,acinetobacter_baumannii,Susceptible
SRR3171747,290,29,28,0,1,campylobacter_jejuni,Resistant
SRR3171748,287,13,13,0,0,campylobacter_jejuni,Resistant
SRR3171750,285,21,21,0,0,campylobacter_jejuni,Resistant
SRR3171757,286,31,31,0,0,campylobacter_jejuni,Resistant
SRR3171761,56,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3171764,286,25,25,0,0,campylobacter_jejuni,Resistant
SRR3173688,0,3,0,0,3,salmonella_enterica,Susceptible
SRR3180038,102,57,21,22,14,salmonella_enterica,Intermediate
SRR3182556,258,26,26,0,0,salmonella_enterica,Resistant
SRR3183449,286,31,31,0,0,campylobacter_jejuni,Resistant
SRR3183451,282,25,25,0,0,campylobacter_jejuni,Resistant
SRR3183453,286,33,33,0,0,campylobacter_jejuni,Resistant
SRR3183457,286,30,30,0,0,campylobacter_jejuni,Resistant
SRR3183459,285,29,29,0,0,campylobacter_jejuni,Resistant
SRR3183467,3,3,0,0,3,campylobacter_jejuni,Susceptible
SRR3183468,287,32,32,0,0,campylobacter_jejuni,Resistant
SRR3183472,286,27,27,0,0,campylobacter_jejuni,Resistant
SRR3183476,278,27,27,0,0,campylobacter_jejuni,Resistant
SRR3183477,287,19,19,0,0,campylobacter_jejuni,Resistant
SRR3183478,286,36,36,0,0,campylobacter_jejuni,Resistant
SRR3183479,279,25,25,0,0,campylobacter_jejuni,Resistant
SRR3183481,286,25,25,0,0,campylobacter_jejuni,Resistant
SRR3183483,284,23,23,0,0,campylobacter_jejuni,Resistant
SRR3184159,258,27,27,0,0,salmonella_enterica,Resistant
SRR3184167,258,25,25,0,0,salmonella_enterica,Resistant
SRR3185258,286,30,30,0,0,campylobacter_jejuni,Resistant
SRR3185260,287,30,30,0,0,campylobacter_jejuni,Resistant
SRR3185263,288,31,30,0,1,campylobacter_jejuni,Resistant
SRR3185903,3,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3185904,287,29,28,0,1,campylobacter_jejuni,Resistant
SRR3185979,282,16,16,0,0,campylobacter_jejuni,Resistant
SRR3185980,3,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3185981,286,35,35,0,0,campylobacter_jejuni,Resistant
SRR3188261,0,2,0,0,2,salmonella_enterica,Susceptible
SRR3191434,0,5,0,0,5,salmonella_enterica,Susceptible
SRR3191437,0,1,0,0,1,salmonella_enterica,Susceptible
SRR3194380,286,33,33,0,0,campylobacter_jejuni,Resistant
SRR3194383,289,31,31,0,0,campylobacter_jejuni,Resistant
SRR3196126,279,29,29,0,0,campylobacter_jejuni,Resistant
SRR3196127,286,26,25,0,1,campylobacter_jejuni,Resistant
SRR3196128,288,28,28,0,0,campylobacter_jejuni,Resistant
SRR3196129,286,25,24,0,1,campylobacter_jejuni,Resistant
SRR3196130,54,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3196132,285,34,34,0,0,campylobacter_jejuni,Resistant
SRR3196133,58,6,0,0,6,campylobacter_jejuni,Susceptible
SRR3196134,3,2,0,0,2,campylobacter_jejuni,Susceptible
SRR3196135,287,35,35,0,0,campylobacter_jejuni,Resistant
SRR3196141,287,29,28,0,1,campylobacter_jejuni,Resistant
SRR3196143,284,19,19,0,0,campylobacter_jejuni,Resistant
SRR3196679,286,38,38,0,0,campylobacter_jejuni,Resistant
SRR3196683,286,23,22,0,1,campylobacter_jejuni,Resistant
SRR3196686,285,22,22,0,0,campylobacter_jejuni,Resistant
SRR3196687,286,34,34,0,0,campylobacter_jejuni,Resistant
SRR3197175,47,12,0,0,12,acinetobacter_baumannii,Susceptible
SRR3197589,62,26,0,0,26,acinetobacter_baumannii,Susceptible
SRR3197590,118,69,20,46,3,acinetobacter_baumannii,Intermediate
SRR3197591,121,73,15,54,4,acinetobacter_baumannii,Intermediate
SRR3197606,83,45,8,31,6,acinetobacter_baumannii,Intermediate
SRR3197607,96,55,9,44,2,acinetobacter_baumannii,Intermediate
SRR3198626,0,5,0,0,5,salmonella_enterica,Susceptible
SRR3199584,4,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3199585,285,25,25,0,0,campylobacter_jejuni,Resistant
SRR3201098,287,23,23,0,0,campylobacter_jejuni,Resistant
SRR3201099,286,26,26,0,0,campylobacter_jejuni,Resistant
SRR3201102,288,21,21,0,0,campylobacter_jejuni,Resistant
SRR3201105,52,3,1,0,2,campylobacter_jejuni,Susceptible
SRR3201106,288,31,31,0,0,campylobacter_jejuni,Resistant
SRR3201107,39,8,3,0,5,campylobacter_jejuni,Susceptible
SRR3201108,285,27,27,0,0,campylobacter_jejuni,Resistant
SRR3201110,295,30,29,0,1,campylobacter_jejuni,Resistant
SRR3201111,284,27,27,0,0,campylobacter_jejuni,Resistant
SRR3201116,286,28,28,0,0,campylobacter_jejuni,Resistant
SRR3201117,285,116,41,0,75,campylobacter_jejuni,Susceptible
SRR3201119,287,17,17,0,0,campylobacter_jejuni,Resistant
SRR3201121,286,30,30,0,0,campylobacter_jejuni,Resistant
SRR3201123,278,30,30,0,0,campylobacter_jejuni,Resistant
SRR3201125,286,18,18,0,0,campylobacter_jejuni,Resistant
SRR3209758,293,33,33,0,0,campylobacter_jejuni,Resistant
SRR3209759,2,2,1,0,1,campylobacter_jejuni,Susceptible
SRR3209760,286,30,30,0,0,campylobacter_jejuni,Resistant
SRR3209763,287,29,29,0,0,campylobacter_jejuni,Resistant
SRR3209766,284,22,22,0,0,campylobacter_jejuni,Resistant
SRR3209797,283,28,28,0,0,campylobacter_jejuni,Resistant
SRR3209814,285,25,25,0,0,campylobacter_jejuni,Resistant
SRR3210384,0,3,0,0,3,salmonella_enterica,Susceptible
SRR3214702,287,26,26,0,0,campylobacter_jejuni,Resistant
SRR3214704,286,32,32,0,0,campylobacter_jejuni,Resistant
SRR3214707,284,19,19,0,0,campylobacter_jejuni,Resistant
SRR3214710,287,31,31,0,0,campylobacter_jejuni,Resistant
SRR3214711,276,26,26,0,0,campylobacter_jejuni,Resistant
SRR3215111,286,31,31,0,0,campylobacter_jejuni,Resistant
SRR3215116,3,1,1,0,0,campylobacter_jejuni,Susceptible
SRR3215117,4,2,1,0,1,campylobacter_jejuni,Susceptible
SRR3215118,4,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3215120,287,32,32,0,0,campylobacter_jejuni,Resistant
SRR3215121,3,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3215127,286,30,30,0,0,campylobacter_jejuni,Resistant
SRR3215128,284,31,31,0,0,campylobacter_jejuni,Resistant
SRR3215131,285,27,27,0,0,campylobacter_jejuni,Resistant
SRR3215132,287,19,19,0,0,campylobacter_jejuni,Resistant
SRR3215134,2,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3216437,78,29,0,20,9,acinetobacter_baumannii,Intermediate
SRR3217267,46,17,0,1,16,acinetobacter_baumannii,Susceptible
SRR3217272,45,6,0,1,5,acinetobacter_baumannii,Susceptible
SRR3217324,75,15,0,3,12,acinetobacter_baumannii,Susceptible
SRR3217328,45,15,1,14,0,acinetobacter_baumannii,Intermediate
SRR3217329,47,12,1,11,0,acinetobacter_baumannii,Intermediate
SRR3217394,61,10,0,0,10,acinetobacter_baumannii,Susceptible
SRR3217399,49,17,1,15,1,acinetobacter_baumannii,Intermediate
SRR3217407,94,30,1,22,7,acinetobacter_baumannii,Intermediate
SRR3218389,47,13,1,12,0,acinetobacter_baumannii,Intermediate
SRR3218394,61,13,0,2,11,acinetobacter_baumannii,Susceptible
SRR3218397,49,15,0,11,4,acinetobacter_baumannii,Intermediate
SRR3219142,0,5,0,0,5,salmonella_enterica,Susceptible
SRR3219831,67,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR3219835,65,37,9,28,0,klebsiella_pneumoniae,Intermediate
SRR3221668,66,1,1,0,0,klebsiella_pneumoniae,Resistant
SRR3222075,21,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR3222296,102,4,4,0,0,escherichia_coli,Resistant
SRR3222390,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR3222406,67,3,3,0,0,klebsiella_pneumoniae,Resistant
SRR3222424,96,48,16,29,3,klebsiella_pneumoniae,Intermediate
SRR3222489,45,12,0,12,0,acinetobacter_baumannii,Intermediate
SRR3222491,62,23,0,11,12,acinetobacter_baumannii,Susceptible
SRR3223097,258,28,28,0,0,salmonella_enterica,Resistant
SRR3223161,56,9,0,1,8,acinetobacter_baumannii,Susceptible
SRR3223164,50,12,1,6,5,acinetobacter_baumannii,Susceptible
SRR3223165,63,15,0,0,15,acinetobacter_baumannii,Susceptible
SRR3223167,40,13,0,13,0,acinetobacter_baumannii,Intermediate
SRR3223172,101,46,0,38,8,acinetobacter_baumannii,Intermediate
SRR3223173,43,14,1,13,0,acinetobacter_baumannii,Intermediate
SRR3223469,51,12,1,11,0,acinetobacter_baumannii,Intermediate
SRR3223470,58,11,0,6,5,acinetobacter_baumannii,Susceptible
SRR3223472,76,28,1,16,11,acinetobacter_baumannii,Intermediate
SRR3223479,50,4,0,4,0,acinetobacter_baumannii,Susceptible
SRR3223481,44,13,0,3,10,acinetobacter_baumannii,Susceptible
SRR3223485,55,11,1,10,0,acinetobacter_baumannii,Intermediate
SRR3223552,47,14,0,13,1,acinetobacter_baumannii,Intermediate
SRR3223554,86,18,0,12,6,acinetobacter_baumannii,Intermediate
SRR3223557,51,20,2,18,0,acinetobacter_baumannii,Intermediate
SRR3223560,52,12,1,11,0,acinetobacter_baumannii,Intermediate
SRR3223751,258,22,22,0,0,salmonella_enterica,Resistant
SRR3223752,0,6,0,5,1,salmonella_enterica,Intermediate
SRR3223911,44,16,0,16,0,acinetobacter_baumannii,Intermediate
SRR3223913,76,17,1,6,10,acinetobacter_baumannii,Susceptible
SRR3223919,48,18,1,17,0,acinetobacter_baumannii,Intermediate
SRR3223920,75,26,0,22,4,acinetobacter_baumannii,Intermediate
SRR3224230,55,14,0,13,1,acinetobacter_baumannii,Susceptible
SRR3224235,80,12,0,3,9,acinetobacter_baumannii,Susceptible
SRR3224236,56,17,0,11,6,acinetobacter_baumannii,Susceptible
SRR3224237,38,6,0,3,3,acinetobacter_baumannii,Susceptible
SRR3224240,64,19,0,0,19,acinetobacter_baumannii,Susceptible
SRR3224803,47,13,0,13,0,acinetobacter_baumannii,Intermediate
SRR3224808,49,3,0,3,0,acinetobacter_baumannii,Intermediate
SRR3224984,44,22,0,21,1,acinetobacter_baumannii,Intermediate
SRR3224988,62,20,0,5,15,acinetobacter_baumannii,Susceptible
SRR3224989,78,16,0,0,16,acinetobacter_baumannii,Susceptible
SRR3224993,66,16,6,7,3,acinetobacter_baumannii,Susceptible
SRR3224994,49,13,0,3,10,acinetobacter_baumannii,Susceptible
SRR3224996,45,13,1,12,0,acinetobacter_baumannii,Intermediate
SRR3225003,50,19,3,15,1,acinetobacter_baumannii,Intermediate
SRR3225042,48,13,0,0,13,acinetobacter_baumannii,Susceptible
SRR3225043,88,19,0,3,16,acinetobacter_baumannii,Susceptible
SRR3225044,82,29,0,1,28,acinetobacter_baumannii,Susceptible
SRR3225046,43,13,0,1,12,acinetobacter_baumannii,Susceptible
SRR3225049,83,8,0,1,7,acinetobacter_baumannii,Susceptible
SRR3225230,85,13,0,3,10,acinetobacter_baumannii,Susceptible
SRR3225233,66,23,0,3,20,acinetobacter_baumannii,Susceptible
SRR3225236,61,11,0,3,8,acinetobacter_baumannii,Susceptible
SRR3225241,58,7,0,3,4,acinetobacter_baumannii,Susceptible
SRR3225244,83,17,1,7,9,acinetobacter_baumannii,Susceptible
SRR3225248,47,17,1,16,0,acinetobacter_baumannii,Intermediate
SRR3225369,146,12,12,0,0,salmonella_enterica,Resistant
SRR3226989,51,12,0,11,1,acinetobacter_baumannii,Intermediate
SRR3227002,52,20,0,20,0,acinetobacter_baumannii,Intermediate
SRR3227004,38,16,0,16,0,acinetobacter_baumannii,Intermediate
SRR3227005,44,16,0,16,0,acinetobacter_baumannii,Intermediate
SRR3227011,64,15,1,3,11,acinetobacter_baumannii,Susceptible
SRR3227028,56,19,0,0,19,acinetobacter_baumannii,Susceptible
SRR3227030,64,17,0,7,10,acinetobacter_baumannii,Susceptible
SRR3227031,47,15,1,14,0,acinetobacter_baumannii,Intermediate
SRR3227045,65,15,0,0,15,acinetobacter_baumannii,Susceptible
SRR3227048,43,23,2,20,1,acinetobacter_baumannii,Intermediate
SRR3228479,51,20,2,17,1,acinetobacter_baumannii,Intermediate
SRR3228491,42,2,0,0,2,acinetobacter_baumannii,Susceptible
SRR3228493,47,7,0,0,7,acinetobacter_baumannii,Susceptible
SRR3228534,55,19,0,1,18,acinetobacter_baumannii,Susceptible
SRR3228537,60,13,0,4,9,acinetobacter_baumannii,Susceptible
SRR3228538,81,12,0,0,12,acinetobacter_baumannii,Susceptible
SRR3228539,50,11,0,11,0,acinetobacter_baumannii,Intermediate
SRR3228544,73,16,0,2,14,acinetobacter_baumannii,Susceptible
SRR3228549,61,24,0,0,24,acinetobacter_baumannii,Susceptible
SRR3228557,47,8,0,4,4,acinetobacter_baumannii,Susceptible
SRR3228559,40,11,2,9,0,acinetobacter_baumannii,Intermediate
SRR3228569,43,16,2,14,0,acinetobacter_baumannii,Intermediate
SRR3228575,49,13,0,13,0,acinetobacter_baumannii,Intermediate
SRR3241809,279,28,28,0,0,campylobacter_jejuni,Resistant
SRR3242018,11,2,0,0,2,escherichia_coli,Susceptible
SRR3242034,17,5,0,0,5,acinetobacter_baumannii,Susceptible
SRR3242039,57,24,0,13,11,acinetobacter_baumannii,Intermediate
SRR3242044,74,35,12,20,3,acinetobacter_baumannii,Intermediate
SRR3242051,84,16,0,5,11,acinetobacter_baumannii,Susceptible
SRR3242213,0,2,1,0,1,salmonella_enterica,Resistant
SRR3242326,0,3,0,0,3,salmonella_enterica,Susceptible
SRR3242342,0,7,0,0,7,salmonella_enterica,Susceptible
SRR3242354,0,3,0,0,3,salmonella_enterica,Susceptible
SRR325169,8,6,0,0,6,streptococcus_pneumoniae,Susceptible
SRR325175,116,6,6,0,0,streptococcus_pneumoniae,Resistant
SRR327027,103,12,10,2,0,streptococcus_pneumoniae,Resistant
SRR3271883,0,6,0,0,6,salmonella_enterica,Susceptible
SRR3271890,0,5,0,0,5,salmonella_enterica,Susceptible
SRR3289784,73,9,9,0,0,salmonella_enterica,Resistant
SRR3289805,258,21,21,0,0,salmonella_enterica,Resistant
SRR3289806,0,2,0,0,2,salmonella_enterica,Susceptible
SRR3290089,156,6,6,0,0,escherichia_coli,Resistant
SRR3290090,7,1,0,0,1,escherichia_coli,Susceptible
SRR3290091,157,41,24,2,15,escherichia_coli,Susceptible
SRR3295506,0,2,0,0,2,salmonella_enterica,Susceptible
SRR3295527,280,21,21,0,0,salmonella_enterica,Resistant
SRR3295538,0,5,0,0,5,salmonella_enterica,Susceptible
SRR3295552,73,7,7,0,0,salmonella_enterica,Resistant
SRR3295556,258,23,23,0,0,salmonella_enterica,Resistant
SRR3295576,73,7,7,0,0,salmonella_enterica,Resistant
SRR3295584,73,6,6,0,0,salmonella_enterica,Resistant
SRR3295590,0,1,0,0,1,salmonella_enterica,Susceptible
SRR3295634,0,1,0,0,1,salmonella_enterica,Susceptible
SRR3295642,246,23,23,0,0,salmonella_enterica,Resistant
SRR3295657,0,2,0,0,2,salmonella_enterica,Susceptible
SRR3295659,0,3,0,0,3,salmonella_enterica,Susceptible
SRR3295665,0,5,0,0,5,salmonella_enterica,Susceptible
SRR3295674,257,22,22,0,0,salmonella_enterica,Resistant
SRR3295681,0,3,0,0,3,salmonella_enterica,Susceptible
SRR3295705,0,4,0,0,4,salmonella_enterica,Susceptible
SRR3295709,258,18,18,0,0,salmonella_enterica,Resistant
SRR3295718,0,5,0,0,5,salmonella_enterica,Susceptible
SRR3295733,102,33,9,0,24,salmonella_enterica,Susceptible
SRR3295747,102,42,8,0,34,salmonella_enterica,Susceptible
SRR3295754,0,4,0,0,4,salmonella_enterica,Susceptible
SRR3295765,102,29,8,0,21,salmonella_enterica,Susceptible
SRR3295766,0,3,0,0,3,salmonella_enterica,Susceptible
SRR3295772,0,2,0,0,2,salmonella_enterica,Susceptible
SRR3295801,73,7,7,0,0,salmonella_enterica,Resistant
SRR3295822,102,2,2,0,0,salmonella_enterica,Resistant
SRR3295830,0,2,0,0,2,salmonella_enterica,Susceptible
SRR3295840,0,3,0,0,3,salmonella_enterica,Susceptible
SRR3295860,0,5,0,0,5,salmonella_enterica,Susceptible
SRR3295861,258,22,22,0,0,salmonella_enterica,Resistant
SRR3295873,73,9,9,0,0,salmonella_enterica,Resistant
SRR3295877,254,25,25,0,0,salmonella_enterica,Resistant
SRR3295880,102,50,18,0,32,salmonella_enterica,Susceptible
SRR3295896,0,8,0,0,8,salmonella_enterica,Susceptible
SRR3295905,0,1,0,0,1,salmonella_enterica,Resistant
SRR3295916,0,4,0,0,4,salmonella_enterica,Susceptible
SRR3295921,0,7,0,0,7,salmonella_enterica,Susceptible
SRR3295936,105,45,12,0,33,salmonella_enterica,Susceptible
SRR3295952,0,4,0,0,4,salmonella_enterica,Susceptible
SRR3297723,286,28,28,0,0,campylobacter_jejuni,Resistant
SRR3297731,288,37,37,0,0,campylobacter_jejuni,Resistant
SRR3297732,278,34,34,0,0,campylobacter_jejuni,Resistant
SRR3297737,286,23,23,0,0,campylobacter_jejuni,Resistant
SRR3297742,286,27,27,0,0,campylobacter_jejuni,Resistant
SRR3319969,286,29,29,0,0,campylobacter_jejuni,Resistant
SRR3319975,286,32,32,0,0,campylobacter_jejuni,Resistant
SRR3319983,286,27,27,0,0,campylobacter_jejuni,Resistant
SRR3319990,284,20,20,0,0,campylobacter_jejuni,Resistant
SRR3319992,287,29,29,0,0,campylobacter_jejuni,Resistant
SRR3319993,287,27,27,0,0,campylobacter_jejuni,Resistant
SRR3319994,1,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3321616,287,30,30,0,0,campylobacter_jejuni,Resistant
SRR3321623,285,36,36,0,0,campylobacter_jejuni,Resistant
SRR3321624,286,27,26,0,1,campylobacter_jejuni,Resistant
SRR3321628,284,31,31,0,0,campylobacter_jejuni,Resistant
SRR3321631,2,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3321632,286,29,29,0,0,campylobacter_jejuni,Resistant
SRR3321633,3,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3321635,287,132,70,0,62,campylobacter_jejuni,Susceptible
SRR3321639,286,28,28,0,0,campylobacter_jejuni,Resistant
SRR3321641,286,28,28,0,0,campylobacter_jejuni,Resistant
SRR3321642,4,1,0,0,1,campylobacter_jejuni,Resistant
SRR3321643,286,31,31,0,0,campylobacter_jejuni,Resistant
SRR3321647,278,28,28,0,0,campylobacter_jejuni,Resistant
SRR3321648,286,31,31,0,0,campylobacter_jejuni,Resistant
SRR3330385,0,4,0,0,4,salmonella_enterica,Susceptible
SRR3330386,0,2,1,0,1,salmonella_enterica,Resistant
SRR3330602,0,3,0,0,3,salmonella_enterica,Susceptible
SRR3344472,258,24,24,0,0,salmonella_enterica,Resistant
SRR3345825,178,16,15,0,1,escherichia_coli,Resistant
SRR3345826,9,2,0,0,2,escherichia_coli,Susceptible
SRR3345827,156,16,16,0,0,escherichia_coli,Resistant
SRR3345829,65,19,2,0,17,escherichia_coli,Susceptible
SRR3345832,174,9,8,0,1,escherichia_coli,Resistant
SRR3345833,29,4,1,0,3,escherichia_coli,Susceptible
SRR3350788,286,31,31,0,0,campylobacter_jejuni,Resistant
SRR3350799,286,40,40,0,0,campylobacter_jejuni,Resistant
SRR3350801,288,22,21,0,1,campylobacter_jejuni,Resistant
SRR3350802,285,23,23,0,0,campylobacter_jejuni,Resistant
SRR3350808,287,29,29,0,0,campylobacter_jejuni,Resistant
SRR3350811,286,28,28,0,0,campylobacter_jejuni,Resistant
SRR3350812,287,19,19,0,0,campylobacter_jejuni,Resistant
SRR3350813,284,26,26,0,0,campylobacter_jejuni,Resistant
SRR3350814,279,37,37,0,0,campylobacter_jejuni,Resistant
SRR3350821,287,29,29,0,0,campylobacter_jejuni,Resistant
SRR3350833,284,128,45,0,83,campylobacter_jejuni,Susceptible
SRR3350836,287,28,27,0,1,campylobacter_jejuni,Resistant
SRR3350838,286,31,31,0,0,campylobacter_jejuni,Resistant
SRR3350850,287,36,36,0,0,campylobacter_jejuni,Resistant
SRR3350890,286,30,30,0,0,campylobacter_jejuni,Resistant
SRR3350892,284,25,25,0,0,campylobacter_jejuni,Resistant
SRR3350898,284,32,32,0,0,campylobacter_jejuni,Resistant
SRR3350905,286,24,24,0,0,campylobacter_jejuni,Resistant
SRR3402079,4,3,1,0,2,campylobacter_jejuni,Susceptible
SRR3402080,286,30,30,0,0,campylobacter_jejuni,Resistant
SRR3402095,286,28,28,0,0,campylobacter_jejuni,Resistant
SRR3402096,20,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3402097,282,19,19,0,0,campylobacter_jejuni,Resistant
SRR3402105,286,30,30,0,0,campylobacter_jejuni,Resistant
SRR345192,6,1,0,0,1,streptococcus_pneumoniae,Susceptible
SRR345251,103,15,15,0,0,streptococcus_pneumoniae,Resistant
SRR345258,68,5,4,0,1,streptococcus_pneumoniae,Resistant
SRR346335,118,7,4,3,0,streptococcus_pneumoniae,Resistant
SRR3475824,286,25,25,0,0,campylobacter_jejuni,Resistant
SRR3475856,287,29,28,0,1,campylobacter_jejuni,Resistant
SRR3475873,286,28,28,0,0,campylobacter_jejuni,Resistant
SRR3479923,5,1,1,0,0,campylobacter_jejuni,Susceptible
SRR3479926,278,26,26,0,0,campylobacter_jejuni,Resistant
SRR3479989,3,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3479992,286,21,21,0,0,campylobacter_jejuni,Resistant
SRR3479993,279,24,21,0,3,campylobacter_jejuni,Resistant
SRR3479998,286,31,31,0,0,campylobacter_jejuni,Resistant
SRR3479999,287,31,31,0,0,campylobacter_jejuni,Resistant
SRR3480023,4,2,0,0,2,campylobacter_jejuni,Susceptible
SRR3480035,3,2,1,0,1,campylobacter_jejuni,Susceptible
SRR3502988,59,3,2,1,0,acinetobacter_baumannii,Resistant
SRR3503026,60,2,1,1,0,acinetobacter_baumannii,Resistant
SRR3503038,45,1,1,0,0,acinetobacter_baumannii,Resistant
SRR3503443,65,2,0,0,2,acinetobacter_baumannii,Resistant
SRR3503459,55,3,2,1,0,acinetobacter_baumannii,Resistant
SRR3503603,64,5,3,2,0,acinetobacter_baumannii,Resistant
SRR3503610,69,1,0,1,0,acinetobacter_baumannii,Resistant
SRR3503615,75,7,1,6,0,acinetobacter_baumannii,Resistant
SRR3503626,68,2,1,1,0,acinetobacter_baumannii,Resistant
SRR3503822,69,1,0,1,0,acinetobacter_baumannii,Resistant
SRR3503830,70,13,3,2,8,acinetobacter_baumannii,Susceptible
SRR3503836,59,2,1,1,0,acinetobacter_baumannii,Resistant
SRR3503841,66,3,1,2,0,acinetobacter_baumannii,Resistant
SRR3503843,74,6,2,4,0,acinetobacter_baumannii,Resistant
SRR3503900,58,1,0,1,0,acinetobacter_baumannii,Resistant
SRR3503903,50,4,4,0,0,acinetobacter_baumannii,Resistant
SRR3503909,72,3,1,2,0,acinetobacter_baumannii,Resistant
SRR3503911,72,3,1,2,0,acinetobacter_baumannii,Resistant
SRR3504013,68,3,3,0,0,acinetobacter_baumannii,Resistant
SRR3504014,72,3,1,2,0,acinetobacter_baumannii,Resistant
SRR3504016,57,2,1,1,0,acinetobacter_baumannii,Resistant
SRR3504095,73,3,2,1,0,acinetobacter_baumannii,Resistant
SRR3504097,74,2,2,0,0,acinetobacter_baumannii,Resistant
SRR3504099,69,4,2,2,0,acinetobacter_baumannii,Resistant
SRR3504218,54,2,1,0,1,acinetobacter_baumannii,Resistant
SRR3509890,0,2,0,0,2,salmonella_enterica,Susceptible
SRR3509891,0,3,0,0,3,salmonella_enterica,Susceptible
SRR351246,103,10,9,0,1,streptococcus_pneumoniae,Resistant
SRR351488,7,3,0,0,3,streptococcus_pneumoniae,Susceptible
SRR3536229,71,1,1,0,0,acinetobacter_baumannii,Resistant
SRR3543480,284,29,29,0,0,campylobacter_jejuni,Resistant
SRR3543481,286,29,29,0,0,campylobacter_jejuni,Resistant
SRR3543486,286,18,18,0,0,campylobacter_jejuni,Resistant
SRR3543488,4,2,0,0,2,campylobacter_jejuni,Susceptible
SRR3543491,289,23,23,0,0,campylobacter_jejuni,Resistant
SRR3543493,3,1,1,0,0,campylobacter_jejuni,Susceptible
SRR3543495,277,30,30,0,0,campylobacter_jejuni,Resistant
SRR3543496,286,32,31,0,1,campylobacter_jejuni,Resistant
SRR3543501,5,2,0,0,2,campylobacter_jejuni,Susceptible
SRR3543503,287,26,26,0,0,campylobacter_jejuni,Resistant
SRR3543504,284,29,29,0,0,campylobacter_jejuni,Resistant
SRR3543505,278,24,24,0,0,campylobacter_jejuni,Resistant
SRR3543509,286,29,29,0,0,campylobacter_jejuni,Resistant
SRR3543510,286,22,22,0,0,campylobacter_jejuni,Resistant
SRR3545759,286,33,33,0,0,campylobacter_jejuni,Resistant
SRR3545861,2,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3545864,3,2,0,0,2,campylobacter_jejuni,Susceptible
SRR3545867,286,28,28,0,0,campylobacter_jejuni,Resistant
SRR3545868,2,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3545870,284,28,28,0,0,campylobacter_jejuni,Resistant
SRR3545871,286,21,21,0,0,campylobacter_jejuni,Resistant
SRR3545872,287,31,31,0,0,campylobacter_jejuni,Resistant
SRR3545883,285,27,27,0,0,campylobacter_jejuni,Resistant
SRR3545886,5,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3545908,286,27,27,0,0,campylobacter_jejuni,Resistant
SRR3545923,296,18,18,0,0,campylobacter_jejuni,Resistant
SRR3545924,286,24,24,0,0,campylobacter_jejuni,Resistant
SRR3575110,287,29,28,0,1,campylobacter_jejuni,Resistant
SRR3583301,278,27,27,0,0,campylobacter_jejuni,Resistant
SRR3583302,277,37,37,0,0,campylobacter_jejuni,Resistant
SRR3583305,288,39,38,0,1,campylobacter_jejuni,Resistant
SRR3583312,4,1,0,0,1,campylobacter_jejuni,Susceptible
SRR3583315,295,18,18,0,0,campylobacter_jejuni,Resistant
SRR3583321,4,2,0,0,2,campylobacter_jejuni,Susceptible
SRR3583323,3,2,1,0,1,campylobacter_jejuni,Susceptible
SRR3588896,156,11,11,0,0,escherichia_coli,Resistant
SRR3588897,0,4,0,0,4,escherichia_coli,Susceptible
SRR3611597,286,33,33,0,0,campylobacter_jejuni,Resistant
SRR3611598,287,32,32,0,0,campylobacter_jejuni,Resistant
SRR3611607,286,23,23,0,0,campylobacter_jejuni,Resistant
